text,keywords,label
上联：朝秦暮楚终有失；如何对下联？,"
",news_culture
原NBA小将军约翰逊在哪队执教？,"
",news_sports
玉米种子出芽差甚至不出芽，真凶是“它”，早点防治！,"玉米,呋喃丹,毒死蜱,辛硫磷,金针虫
",news_agriculture
高一因病在家休学一年，应该做什么事？,"
",news_edu
万子千孙随风舞，如何对？,"
",news_travel
提取深圳住房公积金，提前我未签订自助协议，无法提取？请问如何才能提取？,"
",news_house
这三个点如果给力的话，EOS的升值空间就可以想象了,"社群,Steem,区块链,Bitcoin,比特币,EOS,Ethereum,分散度
",news_tech
我老公认为地球是平的，该不该和他离婚？,"
",news_world
《奔跑吧》跑男团在紧张的龙舟赛时，有谁注意到Angelababy在干啥,"奔跑吧,龙舟赛,跑男,龙舟比赛,兄弟团,Angelababy
",news_entertainment
伦敦为什么近期发生多起暴力事件？,"暴力事件,犯罪团伙,青少年,枪击案,伦敦
",news_world
有哪些值得国人骄傲的“新国货”？,"
",news_tech
被人拉黑了还蒙在鼓里？教你一招，用微信自带软件一键检测,"微信
",news_tech
巅峰乔丹能防住杜兰特吗？,"
",news_sports
"女子开店太辛苦，邻居大伯天天“照顾”, 一天“3次”","王大伯,东方网,陈大妈,平时生意,监控录像
",news_story
「招商固收」非标压缩趋势不改，货币宽松信号显现,"融资需求,削峰填谷,货币供给,货币政策,央行
",news_finance
腾讯没有梦想？马化腾：我的理想是做出好产品,"腾讯没有梦想,马化腾,腾讯
",news_finance
你听过最感动的一句台词是什么？让人落泪的必是感同身受吧,"电影
",news_entertainment
美仑美奂的绝杀让我兴高采烈，却为何让你垂头丧气,"艾弗森,NBA
",news_sports
两个人手写的房子合同，没有去公证处公证，有法律效力吗？,"
",news_house
陈伟霆、鹿晗、张翰、韩东君的新剧即将强势霸屏，你喜欢哪一部？,"橙红年代,鹿晗,甜蜜暴击,如若巴黎不快乐,原来你还在这里,陈伟霆,阚清子,关晓彤,韩东君
",news_entertainment
红旗H5华北地区锋芒上市 打造B级豪华轿车新标杆,"红旗H5,徐留平,一汽红旗,红旗,一汽,CONCEPT,北京车展,豪华轿车,BLIS,豪华车
",news_car
以周琦现在的实力试水自由市场，有没有球队会用顶薪签下大魔王？,"
",news_sports
出句：月下诗魂冷，如何对句？,"
",news_culture
蚂蚁金服不是第一个拿到支付拍照的吗？,"蚂蚁,蚂蚁金服,支付宝,电子钱包,金融
",news_tech
感知父母恩！孩子们被感动到流泪的9个瞬间：心若一动，泪就千行,"小学生,东方IC,演讲现场,小学举办,演讲
",news_edu
美国打伊拉克为什么没有拿走一滴石油呢？,"
",news_world
每天抽空运动跑步5公里以上是一种什么样的体验？,"
",news_sports
越野控也有一个充满质感的城市梦,"普拉多,SUV,越野
",news_car
詹姆斯：绿军战术素养高 少帅总能人尽其用,"季后赛,科沃尔,凯尔特人,史蒂文斯,步行者
",news_sports
广东工业大学怎么样？送你一份2017专业录取位次表，自己慢慢体会,"西安交通大学,材料科学,广东工业大学,深圳大学,东南大学
",news_edu
就特朗普上台以来以他为首的美国在你眼中象什么？,"
",news_world
网友半夜吃夜宵偶遇张翰和经超，占南弦和小路总一起醋味有多浓？,"小路,张钧甯,张翰,夜宵,小路总
",news_entertainment
20%多的产能关停+小厂淘汰，铝质电解电容器缺货比MLCC那波还要厉害！提价幅度都不太敢想,"陶瓷电容器,MLCC,电解电容器,艾华,铝电解电容器
",news_finance
南星北斗，王八瞅绿豆。如何接句？,"
",news_tech
石敢当做了天下的大王，可没想到他的子民竟全是行尸走肉,"行尸走肉,石敢当
",news_entertainment
不可思议！今年骑士必夺冠？美国权威媒体透露詹姆斯夺冠规律,"阿拉巴马大学,骑士,詹姆斯,NBA,季后赛
",news_sports
拿下3亿票房仅12天，徐峥新片又要上映，还要截复仇者联盟3的后路,"西游伏妖篇,超时空同居,西游降魔篇,徐峥,五一档,幕后玩家,票房,佟丽娅,红海行动,雷佳音,唐人街探案2,复仇者联盟3
",news_entertainment
沃尔沃S90优惠高达10.9万元,"万元2017,S90,万元2018,T5,沃尔沃
",news_car
同为唐朝最好的诗人，为什么杜甫潦倒困顿，李白却能一生游山玩水？,"
",news_culture
老公出差，我带女儿去上班，财务要罚我300，老板说了1句话！,"财务,老板娘,PPT
",news_story
陈乔恩穿牛仔收腰连衣裙亮相活动，网友：荷花边的遮丑效果一级棒,"腰连衣裙亮相活动,牛仔收腰连衣裙亮相,一级棒,陈乔恩穿牛仔收,东方IC
",news_entertainment
在微信聊天这里输入这串代码，会有意想不到的效果，赶紧去试试,"微信,代码
",news_tech
“蒜你跌得很”究竟是为什么,"蒜你狠,蒜农,大蒜,大蒜价格,农业技术
",news_finance
世界各地如工蜂一般忙碌的童工，平均年纪仅仅十岁,"童工,皮革厂,新德里,孟加拉国,河内市
",news_world
极品飞车16：亡命天涯，究极难度全画质无闪回，原创通关视频,"亡命天涯,极品飞车,东海岸
",news_car
跨业联盟的合作对象仅限于中小企业吗？,"
",news_world
惊不惊喜！小米8都要来了，这个节骨眼上你还在谈论小米7？,"人工智能,小米8,MIX,小米7,指纹解锁
",news_tech
“好地方”曼谷：牌子多、东西多，价格比香港还便宜,"退税,Siam,泰国,Central,免税店
",news_travel
大战在即！火箭队却遭队史名宿看衰 麦迪一番话引起球迷热议,"杜兰特,巴克利,火箭队,麦迪,勇士队
",news_sports
有100万在昆山花桥买130万二手房好，还是留着4年后上海交首付买房好？,"
",news_house
酒  是个什么‘东西’,"乘物而游,文学艺术,历史,酒文化
",news_culture
黄山脚下有间老宅，里面随便一处木雕都是无价之宝！,"徽派民居,大盐商,木雕,承志堂,宏村
",news_travel
老人常说：“不帮三忙，不吃三饭，不花三钱”，话糙但是理不糙！,"来路不明,农村,话糙
",news_agriculture
农民进城后还是农民吗，城镇化与农业发展相悖吗，大家来探讨一下,"农业发展,城镇化,新型职业农民,农民进城,农村
",news_agriculture
有哪些你认为是比较优质的网赚公众号？,"
",news_tech
LOL主播PDD到底开挂了没有？,"FLAG,PDD,绝地求生：大逃杀,开挂,英雄联盟,LOL
",news_game
你真的懂什么是6年免检？别被罚款200扣3分时，才知道后悔！,"行驶证,年检,机动车
",news_car
介绍股票的人为什么前一天就可以推荐第二天涨停的股票？,"
",news_finance
中考复习：比喻修辞格的深度详解与练习（含答案）,"喻体,小学生比喻句仿写练习题,比喻,挑山工,事物,仿照例句,白大褂,本体,南京长江大桥,小珊迪
",news_edu
现在的俄罗斯处于扩张期还是衰退期，你怎么看？,"
",news_world
中国厦门传统手工艺品展将于5月10日开幕！,"厦门,工艺画,手工艺品,中国艺术
",news_culture
古代的状元放到现在是不是大学生？,"
",news_culture
外出打工一年后回家看望老婆，无意看到垃圾桶的东西，我怒提离婚,"自由恋爱,验孕棒
",news_story
母亲规定儿子只能穿廉价衣服上学 称这是为他上了一课,"卡尔,卡尔瑞尔,佐治亚州,美国
",news_world
把5万人民币放到余额宝会怎么样？,"
",news_finance
2018年5月6日豆粕价格行情走势,"高平市,昌图县,长岭县,豆粕价格,吨山东省
",news_finance
陈数关注俞数cp超话被说吃相难看，俞飞鸿粉丝拒绝捆绑嫌恶心,"赫本,俞飞鸿,粉丝,陈数,女星
",news_entertainment
黑鲨游戏手机预售已经突破一百万，为什么会受到如此追捧？,"
",news_tech
汽装界的“狠角色”！就连汽车大灯发黄模糊不够亮，也能轻松搞定,"密封条,汽车玻璃,机油壶,打蜡机,近光灯
",news_car
骗了火箭，耍了雷霆，虐了骑士，勇士常规赛就耍心机有点狠,"勇士,骑士,常规赛,季后赛,雷霆
",news_sports
买房买一楼好不好？值不值？,"
",news_house
骑士淘汰猛龙晋级东部决赛，决赛对手很有可能是老对手凯尔特人,"艾尔-霍福德,凯尔特人,马库斯,76人,萨里奇
",news_sports
闫安：企业一把手“懵懂”，大数据不可能成功,"大数据,物联网,ARM,闫安,微软中国
",news_tech
现在的女生素颜还敢出门吗？,"
",news_entertainment
EDG战队iBoy回应挂机原因：只是想出去买东西！,"职业选手,挂机,EDG,MLXG,iBoy
",news_game
水上雅丹丨中国最后的荒野美景,"魔鬼城,雅丹地貌,柴达木盆地,海市蜃楼,大柴旦镇
",news_travel
农村的小孩可以在城里上小学吗，该怎么办理手续？,"
",news_edu
盘点NBA新世纪令人失望的组合，他两度上榜，姚明令人唏嘘！,"
",news_sports
英国女王与历任首相的私人关系都是如何的？,"女王,哈罗德,丘吉尔,撒切尔夫人,布莱尔
",news_world
苹果期货突破前高，是假突破还是一直走上升趋势？,"
",news_finance
「TFBOYS」「新闻」180509 王俊凯北京飞成都 再录《高能少年团》,"王俊凯,tfboys,高能少年团,成都,小飞人
",news_entertainment
为什么“山猫”全地形车会改装出那么多的子型号？,"白板山猫,解放军,榴弹发射器,珠海航展,山猫
",news_military
两市隐隐的风险正在靠近/股份回购激活苹果板块-龙虎榜看蓝思科技,"白云山,涪陵榨菜,蓝思科技,龙虎榜,北信源,中信证券,申万宏源,东方证券,东川路,周群飞
",news_finance
建材家具行业的引流思路阐述,"家具行业,建材产品,物业,目标用户,房产中介
",news_house
英格兰队再出发，谁能填补双德与鲁尼留下的空缺？,"兰帕德,鲁尼,索斯盖特,威尔希尔,英格兰队
",news_sports
20180509继续轻指数重个股，短期小防守点看周五！,"上证指数,上证50,美国,创业板,个股
",news_finance
如何看待55岁以上的教师，有对该年龄段教师的工作量等方面的优待照顾政策吗，具体有哪些？,"
",news_edu
apocalypse hotel这个游戏到底是要怎么玩？,"
",news_game
印度网友：我们印度每个村都可以用上电了，你们中国可以吗？,"用上电,印度,印度人,贫民窟,村村通
",news_world
大S是如何失去她的清纯气质的？,"
",news_entertainment
最特殊的直播：虎牙于纽交所上市，骚男Miss参加，数十万人围观,"游戏直播,纽交所,直播平台,上市,虎牙直播
",news_finance
泉州今年将成立超10个物业调解委员会,"业主委员会,物业纠纷,物业,物业服务企业,物业服务
",news_house
「走心歌曲」只能敬你一个军礼，妈妈！,"军人,顾莉雅,南海舰队
",news_military
联想把5G关键票投给了高通，掀起全国的舆论风暴，企业有权利按照自己意愿决择吗？,"
",news_tech
2019亚洲杯中国国足到底怎样做才能“夺冠”？,"
",news_sports
想创业，投资在20万左右，一年利润在7万左右的行业有哪些？,"
",news_finance
郑州近郊的免费景点，周末开始逛起来！,"洞林寺,新密市,新密,龙凤配,米村镇
",news_car
骑士的勒夫与热火的波什相比，谁更配得上“巨头”之称？,"
",news_sports
据说两艘052D的造价可以造一艘055，那两艘052D和一艘055比谁更厉害？,"防空,电子战,052d,驱逐舰,有源相控阵雷达
",news_military
深圳房价是沈阳6倍就是因为经济？错！,"深圳,炒房客,深圳人,常住人口,沈阳
",news_house
美国防长上听证会，全程就说两个字：“给钱”,"马蒂斯,国防部长,军事实力,军事战略,国防部
",news_military
印度到底是有钱还是没钱？,"竞技神号,印度,维拉特,印度人,班加罗尔
",news_world
哪个音乐软件上EXO的歌又多又全？,"
",news_entertainment
国际组织发出警告称泰国素万那普机场滑行道有安全隐患,"泰国飞行员,普机场,飞机跑道,滑行道,飞行员协会
",news_world
砚山县金边玫瑰高产集成栽培技术,"农家肥,砚山县,金边玫瑰,玫瑰园,hm2
",news_agriculture
95后美女闹分手不回家 男友半夜上门将闺蜜打骨折,"案件聚焦,暴力倾向,故意伤害罪,软组织挫伤,楠楠,Reminiscence
",news_entertainment
山西汾阳、湖北麻城和安徽池州，谁是真正的杏花村？,"
",news_culture
“海战规则改变者” 东风-26形成战斗力,"东风,弹道导弹,东风-26,国防部,海战
",news_military
家庭主妇缴纳社保，是找挂靠单位（自己掏钱）缴纳合适，还是以自由职业身份缴纳合适？,"
",news_finance
「访谈」麦康奈尔：我们没有什么退路，努力成为翻盘的第一支球队,"麦康奈尔,凯尔特人,系列赛
",news_sports
告别午后枯燥，全新南昌教育资讯,"汕头大学招生办主任陈映林做客,教育部,主任陈映林做客新华访谈,2018高考情报局,应用型本科,算法
",news_edu
绝地求生：沉寂半年，绝地求生国服到底何时能上线？,"腾讯,国服,网信办
",news_game
“1.2米以下儿童免费”，家长：我家小孩还不到6周岁！,"售票员
",news_travel
首联: 酒中不语真君子，颔联怎么对？,"
",news_culture
刘丽萍一幅幅作品无中生有 地面气息浓厚 是不是小题大做？,"自然主义,中央美术学院,丝网版画,一幅好画,刘丽萍,艺术家
",news_culture
121对新人回浙大结婚让母校见证他们的幸福,"浙大,浙江大学,中国科技大学,同济大学,集体婚礼
",news_edu
中超视频集锦：建业争议进球失而复得，黄紫昌破门却踢飞空门,"中超,黄紫昌,空门
",news_sports
天龙八部手游：两帮相争，一世情缘竟然公然捡漏！,"紫禁之巅,帮会,华山论剑,君临天下,战斗力
",news_game
篆书该怎么书写？,"
",news_culture
上联：一池芍药胜牡丹，如何对下联？,"
",news_culture
亲爱的客栈2嘉宾阵容逆天，请来了他们？网友：没有看的欲望了,"关晓彤,奔跑吧,鹿晗,纪凌尘,易烊千玺,综艺节目
",news_entertainment
上联：金鸡已乘祥云去，如何对下联？,"
",news_culture
dnf：韩服透露剑魂三觉信息，这名字弱爆了，大家要弃坑了！,"地下城,巴啦啦,韩服,游戏,地下城与勇士
",news_game
当奥拉夫穿上这件重做装备后5.0攻速疯狂乱砍,"诸神黄昏,狂战士,吸蓝刀,奥拉夫
",news_game
暑假去韩国游玩（追星）需要做的准备？,"
",news_travel
广元市的各县城，哪个城市建设最好？,"
",news_house
2018Q1：每5个中国人，就有1个人用华为,"华为,OPPO,iPhone,智能手机,大数据
",news_tech
4S店一辆十万元的汽车，成本价到底是多少钱？说出来你都不敢相信,"4s店
",news_car
紫斑牡丹何处赏，狄道牡丹迎君来 一起约吧！,"蕉帕记‧赠帕,甘肃省,南中荣橘柚,雒阳,临洮县,赠王介甫,柳宗元,欧阳修
",news_culture
这九大汽车车标都和动物有关系，价格却是差着十万八千里！,"金牛星,威兹曼,Boxster,Dodge,Cayenne,兰博基尼,保时捷,道奇,宝骏,福特野马,法拉利,Cayman,车标,Panamera,Macan,跑车
",news_car
奥迪s7怎么设置车载Wi-Fi？,"
",news_car
一龙晒荣誉：拥有五条金腰带比泰森都多，从草根称霸世界第一人！,"播求,一龙,泰森,综合格斗,格斗天王
",news_sports
都哭了！跑男团迎来史上最艰巨的任务，诠释跑男团存在的真正意义,"奔跑吧,龙舟赛,跑男,跑男团,陈赫,邓超
",news_entertainment
还在傻傻装脚踏板？新一代“隔泥板”横空出世，泥巴全部躲一边了,"汽车镀膜剂,打蜡机,洗车器,洗车机,挡泥板
",news_car
神奇的教育方法“回你房间去”  胜过打骂管孩子家长们有没有试过,"汉娜,说话算数,罚站,TimeOut,Time Out,梅丽莎,教育方法,美国妈妈,凯德,计时隔离
",news_edu
点牛金融：巴菲特成功的秘籍是寻找确定性,"确定性,可口可乐,车贷,点牛金融,P2P网贷,巴菲特
",news_finance
威尔芙节能机油与东莞两家汽修厂达成合作！,"机油,威尔芙,东莞,汽修厂,威尔芙节能机油
",news_car
倒三轮摩托有全封闭的吗？大贸能买到吗？,"
",news_car
别再盲目地“刷刷刷”了！一旦落入这五大陷阱，你的信用卡危险了,"银行,信用卡,POS机,刷卡机,手续费
",news_finance
叙利亚战后重建很头疼：每天清除几百枚地雷，随时可能引发爆炸,"北约,叙利亚,地雷,叙利亚内战,叙利亚军队
",news_world
湖南旅游崀山不能错过，通天栈道你会怕吗？,"湘桂海洋基地,栈道,新宁崀山,丹霞地貌,地壳运动
",news_travel
为什么新出的手机越来越贵？为什么现在的人宁愿买手机也不宁愿买电脑？,"
",news_tech
保定高碑店的房价多少钱合适？,"所在地,可支配收入,保定,房价,高碑店
",news_house
「中国画」黄秋园传统山石画法,"黄秋园,中国画,画法
",news_culture
史上有哪些曾风靡一时或被大量使用后被证明是有严重危害的东西？,"
",news_culture
罗牛山股价暴涨35% ，你怎么看？,"
",news_finance
这些老戏骨年轻时候的照片，网友：怪不得马伊琍说演员不能整容,"林青霞,马伊琍,邱淑贞,钟楚红,老戏骨
",news_entertainment
第五人格：揭秘园丁厂长鲜为人知的一面！看来厂长也是个好父亲呢,"孤儿院,求生者,一个好爸爸,游戏
",news_game
越南突然向我国提出一个奇怪要求，中国霸气给出4字答复！,"美济礁,导弹,南沙群岛,越南,反舰导弹
",news_world
安卓十年来最大更新 Android P系统迎来有史以来重大变化,"Google,谷歌,Oppo,人工智能,Android
",news_tech
这次不一样？一汽、东风与长安重组成必然,"一汽丰田,长安福特,一汽马自达,东风本田,长安汽车,一汽,合资公司,马自达,一汽集团,竺延风,长安马自达,长安,东风,东风汽车,制造领域合作框架协议
",news_car
阿里巴巴新零售布局武汉 打造“华中首座新零售之城”,"电子商务,零售业,零售,新零售,武汉
",news_tech
你觉得中国有史以来最伟大的人物是谁？,"
",news_culture
全系增配/价格不变 2018款雷克萨斯NX上市,"前驱锋行,变速箱,E-CVT,雷克萨斯NX,后视镜自动防眩目,雷克萨斯,全驱锋尚
",news_car
沃尔沃设计副总裁说：中国的汽车质量比欧洲好,"沃尔沃汽车,汽车设计,中国工厂,S90,沃尔沃,福特福克斯
",news_car
“丝路驿站神奇宁夏”火爆台湾,"宁夏,宁夏旅游,神奇宁夏,台湾民众,旅游台湾营销中心
",news_travel
2018年中国（亳州）国际旗袍文化节开幕,"文化节,旗袍,旗袍爱好者身穿各色旗袍,亳州,国际旗袍文化节
",news_culture
「雅思考试」2018年5月12日·雅思考场回忆——南京凯奔教育,"GRE,Squash,雅思,GMAT,托福
",news_edu
如果房价再涨一倍，会怎么样？,"
",news_house
火震跟地震一样吗？美国宇航局的火星探测器将揭晓答案,"火星,洞察号,探测器,地震,地震仪
",news_world
利比亚难民后后悔推翻卡扎菲吗？,"
",news_world
重要利空 6股明天或跌停,"华东数控,伊之密,大股东,减持公司,宁波建工,北陆药业
",news_finance
上联：弹古筝唱民歌，雅俗共赏。如何对下联？,"
",news_culture
岷县：甜蜜产业绘就致富新“蓝图”,"贫困户,岷县,蜂养殖
",news_agriculture
上课时学生手机响个不停，老师一怒之下把手机摔了，家长拿发票让老师赔，大家怎么看待这种事？,"
",news_edu
绝地求生：4AM NB211恩怨持续 索泰杯官方打出“清理门户”,"4AM,战队,SSS,索泰杯
",news_game
秘味中国｜一颗大多人不熟识的酸涩味：羊奶果,"胡颓子,西南地区,云南,羊奶果
",news_agriculture
梦幻西游：玩家鉴定灵犀玉连出3级，可是却连个蓝字都不给！,"梦幻西游,梦幻西游玩家,灵犀玉
",news_game
腾讯为什么有信心把CFf的英雄武器定价为几百一把？,"玩家,英雄级武器,游戏,腾讯,运营商
",news_game
农民工月入过万，比大学生工资还要多，你不觉得书白念了吗？,"读书无用论,大学生,农村,日工资
",news_agriculture
恒大教练放弃足协杯，放弃联赛，究竟是老板的意思，还是卡纳瓦罗私人所为？,"
",news_sports
上联：一夜春风去，怎么对下联？,"
",news_culture
这3个地方，一生中去过两个以上就够了,"土库曼语,土库曼斯坦,阿尔加维,天然气,阿什哈巴德
",news_world
解密万科成都商业 如何用三招实现社区商业价值升维,"万宝铺,商铺,城市居住区规划设计规范,社区商业,成都,城市之光
",news_house
美元指数不断上涨，新兴经济体国家之间有什么办法来应对？,"
",news_finance
无限手套出现在堡垒之夜里，灭霸乱入一个响指毁天灭地,"游戏,毁天灭地,堡垒之夜,灭霸,复仇者联盟3,Epic Games
",news_game
开大货车的心酸，打死不拉钢管，饿死不拉钢卷就是真实写照,"钢丝绳,驾驶室,紧线器,糖葫芦,急刹车
",news_car
一加6、小米7、锤子r1，你更期待哪一个？,"
",news_tech
访美被要求摘头巾安检 加高官：就像当众脱衣,"外交部,密歇根州,加拿大,弗里兰,贝恩斯
",news_world
A股阶段性底部已经来临，即将突破，大势所趋，股民：买什么股？,"a股,格力电器,贵州茅台,蓝筹股,股民,净买入
",news_finance
26岁想学好英语，需要什么样的方法？,"
",news_edu
一句话解释各种币的用途,"去中心化,NEO,分布式,比特币,区块链
",news_tech
四川游客张某带着六名女子在三亚沙滩烧烤被撒沙，这事你怎么看？,"
",news_travel
大禹节水拟出资100万美元在以色列设立全资子公司,"注册机构,International,大禹节水,以色列,Israel
",news_finance
戛纳红毯摔倒女子回应假摔：一不小心就栽倒了,"戛纳,假摔,红毯,戛纳电影节
",news_entertainment
搞笑GIF：换成你，你会是什么感想,"蒋干,皇叔牌,诸葛亮,天下人,灾难片
",news_game
什么样的特色小镇,"银杏谷,禅行,禅意,佛教,竹篱笆,片花瓣
",news_travel
如果要把四大名著去除一个，你觉得应该去除哪个？,"
",news_culture
拓宽就业渠道 铁岭60名农民参加免费面点培训,"李千户镇,学雷锋,失地农民,铁岭市,培训班
",news_agriculture
觉得首付买房压力大，真正买了却感觉很轻松，是为什么？,"
",news_house
你看过哪些被一位演员毁掉整部剧的电视剧？,"
",news_entertainment
第五人格：玩家12连败后发现不对劲，连败原因却和网易有关？,"求生者,监管者,求生者阵营,游戏,第五人格
",news_game
NINE PERCENT首演收入200万，蔡徐坤陈立农等人决定全用来做慈善,"蔡徐坤,范丞丞,NINE PERCENT,Justin,粉丝见面会
",news_entertainment
娶了粉丝的6位明星，刘德华隐瞒恋情23年，林志颖老婆被说长得丑,"朱丽倩,欧弟,刘德华,谢娜,郑云灿,天天向上
",news_entertainment
老人给大儿子15万结婚，给小儿子30万买房，摔伤骨折却无人管！,"牛老太,老太,捡废品
",news_story
样本方差公式是怎样推导出来的呢？,"
",news_edu
终于坐不住了，顶级豪华SUV“库里南”曝光，网友：我还詹皇北呢,"xDrive,宾利添越,库里南,玛莎拉蒂Levante,兰博基尼,V12,玛莎拉蒂,Levante,幻影,SUV,劳斯莱斯
",news_car
如果乌克兰发生内乱，俄罗斯会成为最大的受益者吗？,"
",news_military
oppo R系列的手机怎么样？可以用多久？,"
",news_tech
舒适与运动之间的取舍 别克全系9AT车型,"君威,君越,昂科威,别克,四驱系统,Avenir,GL8
",news_car
买下全赛道，腾讯式投资打的什么小九九？,"二手车,腾讯,唯品会,沈南鹏,腾讯没有梦想,红杉
",news_tech
吐鲁番博物馆，最值得看的文物有哪些？,"文物,论语·郑玄注,论语郑玄注,博物馆,阿斯塔纳,吐鲁番,伏羲女娲
",news_culture
大家知道智能锁么？哪款好？,"
",news_tech
普京为什么要离婚？,"
",news_world
国之重器！中国又将一“大宝贝”收入囊中,"量子科技,歼-20,散裂中子源,潘建伟,材料科学
",news_agriculture
马耳他骑士团这个国家是如何运作的？,"
",news_world
中国最好的农业类大学是什么？,"211工程,中国农业大学,西北农林科技大学,生命科学,华中农业大学
",news_edu
全款买房屡禁不止，是他们太有钱，还是开发商底气足,"房价,二手房,楼市,买房,楼盘
",news_house
中国发现可培育高产水稻新机理,"磷元素,水稻叶片直立,中国农业科学院,农业区划,土壤磷素肥力
",news_agriculture
Shake Shack汉堡在美国真的很火吗？,"汉堡,Shack,驴肉火烧,Shake,肉夹馍
",news_tech
国美U7：包装设计与产品概况,"扩音器,双摄像头,转接线,国美U7,Type-C
",news_tech
德国、英国和法国将派专家组前往以色列研究伊朗秘密核计划文件，普京该如何应对？,"
",news_world
全新Santa Fe正式发布，决心挑起韩系中型SUV大梁,"Santa Fe,CarPlay,SUV,Auto
",news_car
甄嬛传：甄嬛到死也不知，雍正临死前用力拉扯黄色帘子有何用意？,"甄嬛,雍正,元皇后,果郡王,叶澜依
",news_entertainment
香港的重庆大厦：住宿价格最廉价，住过的女生却发誓不会去第二次,"印度人,重庆大厦,尖沙咀,弥敦道,东方IC
",news_travel
长安欧尚A800手动舒适型值得入手吗？,"
",news_car
希金斯17:13时隔一年再进决赛，威尔逊在克鲁斯堡已经证明自己,"半决赛,希金斯,世锦赛,斯诺克,上半场
",news_sports
轰20为了兼顾超音速和机动性不采用飞翼结构，你怎么看？,"
",news_military
谁还记得人皇sky？,"魔兽争霸,Sky,war3,星际争霸,红色警戒
",news_game
无人机“黑飞”再惹祸：航空测绘导致空军2战机紧急升空,"航空器,战区,无人机,范各庄,唐山市,中华人民共和国刑法
",news_military
DNF国服B套改版即将来临，上元节女装大翻身，跨甲玩家后悔了吗？,"国服,DNF,超大陆
",news_game
继金山中学后，屏东中学这份表情包试卷也火了！,"五年高考三年模拟,apple watch,金山中学,屏东中学,复习提纲,机器猫
",news_edu
中国迎来第三次留学生“归国潮”，为什么他们都选择回来？,"
",news_edu
小学语文怎样学习比较好？,"
",news_edu
你对学校家长群的马屁精家长有什么看法？,"
",news_edu
特朗普决心退伊核协议，伊朗总统立刻发表声明：你会后悔的,"特朗普,伊朗,鲁哈尼,德黑兰,核协议
",news_world
丰田2017财年销售额和纯利润创新高,"财年,2018财年,丰田,丰田汽车公司,销售额
",news_car
盘点以下五款5秒内可破百的跑车，有兴趣的不妨来看一看,"奥迪R8,V12,Aventador,变速器,GT2,兰博基尼,奔驰AMG GT,加速度时间,发动机,V10,保时捷911
",news_car
西安交大学子获2项美国大学生数学建模竞赛特等奖,"哈佛大学,数学建模竞赛,西安交通大学,特等奖,帝国理工学院
",news_edu
奚梦瑶与四维密超模拍大片 纯白天使风秀香肩美腿,"Hosk,Elsa,Diaconu,Constance,奚梦瑶
",news_entertainment
王者荣耀哪些英雄带闪现就废了？,"
",news_game
引进人才重“帽子”更要看“里子”,"两院院士,帽子,里子,唯才是举,科技人才
",news_edu
怎么才能阻止你爸妈给你买房？,"
",news_house
亚欧之间最短航线广州-赫尔辛基恢复运营,"赫尔辛基,航线,旅游产品,航程,爱沙尼亚
",news_travel
法国 马克龙当选周年 巴黎爆发示威,"马克龙,法国,巴黎,游行示威,总统
",news_world
怎么用spss计算中位数、平均数、众数？,"
",news_tech
考研拟录取，准备调档但档案所在地和当初报考填写的不一样，怎么办？,"
",news_edu
掏蛇记（现代故事）,"大弟,大嫂,母亲,自言自语,猪草,敢不敢,气喘吁吁
",news_story
上联：下雨天留客，如何对下联？,"
",news_culture
中国合作贸易企业协会五届三次暨泰安峰会，即将在肥城举办……,"网络科技,连锁有限公司,合作商贸连锁,中国合作贸易企业协会,新合作
",news_tech
毁灭微信群聊的凶手？小游戏遭警告：这些雷区别碰！,"开发者,分享滥用,微信群,微信群聊,小游戏分享
",news_game
萧敬腾新歌唱青春恋歌，《让我为你唱情歌》酷我音乐首发,"音乐语言,唱情歌,萧敬腾,大声唱,情歌,让我为你唱情歌
",news_entertainment
广东省经济最发达的六个镇 排名第一的不是虎门,"新塘镇,狮山镇,东莞,长安镇,虎门镇
",news_finance
有哪些适合一个人旅行的地方？,"
",news_travel
5月12号英雄联盟MSI，闪电狼爆冷击败RNG取得4连胜！你怎么看？,"
",news_game
法国图卢兹市中心地下惊现一炸弹 扫雷员现场勘察,"枚炸弹,燃烧弹,图卢兹,法国
",news_world
为什么美国人个体拥有很多枪，国家不怕拥枪者们组成军队吗？,"
",news_military
都说自动启停可以省油 实际上没几个人用它上车就关 这是为啥,"自动启,宝马,喷油量,省油,发动机启停
",news_car
如果美国退出联合国怎么办？,"
",news_military
农村大妈直播做“网络红娘”，自费办相亲，一年牵线200多对,"农村,网络红娘,大妈,林大妈
",news_agriculture
《倚天屠龙记》主题曲真好听，怀念童年,"倚天屠龙记,主题曲
",news_entertainment
揭秘：哪位国军实力战将，战败自杀留遗言“将帅无才，累死三军”,"碾庄,黄伯韬,华野,淮海战役攻击命令,六十四,司令部
",news_military
堡垒之夜：PVE每日任务：摧毁任务地点大全,"游戏机,电视机,玩家摧毁,跷跷板,泰迪熊
",news_game
马克思在德国出生，为什么却长期生活在英国？,"
",news_world
5G标准会议上联想投票高通事件，与其在国内首发高通骁龙855手机有无关系？,"
",news_tech
甜馨为李小璐做母亲节爱心餐 懂事乖巧美丽 长大不少呢,"贾乃亮,秀色可餐,甜馨,李小璐,母亲节
",news_entertainment
《经典游戏》沙漠游戏,"沙漠,游戏,经典游戏
",news_game
